"chunks","time","diff"
"have already said so—and as a selfish man I think not of what others","1767978659128","1"
"Descartes’ theory of pressure and impulsion. But these forces increase","1767978659128","1"
"way to an impulse of despair, was about to throw himself at the feet of","1767978659128","1"
"have not convinced you. I see you require proofs. Well, then, read this","1767978659128","1"
"a woman in a white dressing-gown pouring a liquor from a phial into her","1767978659128","1"
"of the cave, formed by the reflection of the few rays of daylight which","1767978659128","1"
"her magnificent diamonds.","1767978659128","1"
"“Well, madame, it will be a laudable action on your part, and I will","1767978659128","1"
"fond and loving hearts. Morrel was mad.","1767978659128","1"
"shutter sent him away. The shutter where Eugénie had rapped was that of","1767978659128","1"
"us.”","1767978659128","1"
"“Alas, were it only for my own sake, I should prefer to die!”","1767978659128","1"
"discovery. I hid myself in the one nearest to the path Villefort must","1767978659128","1"
"their mouths, and ascends in long and fanciful wreaths to the ceiling.","1767978659128","1"
"after that you talked politics with M. Debray, and you fancied from his","1767978659128","1"
"gradually acquired, I should be almost certain to kill my man. Oh, I","1767978659128","1"
"man carried me to the foundling asylum, where I was registered under","1767978659128","1"
"Faria saw this.","1767978659128","1"
"sound of steps died away, and then, hastily displacing his bed, saw by","1767978659128","1"
"introducing?” said Morcerf.","1767978659128","1"
"policeman than a lord. France is so prosaic, and Paris so civilized a","1767978659128","1"
"M. Morrel went away, making a sign to the Catalan that he had left his","1767978659128","1"
"Dantès instantly turned to meet him.","1767978659128","1"
"selfish interests to it.”","1767978659128","1"
"administer to him, in order to remove him from the surface of the globe","1767978659128","1"
"strong Italian accent.","1767978659128","1"
"Please check the Project Gutenberg web pages for current donation","1767978659128","1"
"stretched languid and feeble on her bed, while her husband kept his","1767978659128","1"
"right of a throne everywhere, was eying everybody through his monocle.","1767978659128","1"
"interesting during the discussion of such serious affairs, lasted till","1767978659128","1"
"Renée, “it matters very little what is done to them; but as regards","1767978659128","1"
"more brilliant than ever, and about it five or six persons seated. The","1767978659128","1"
"and pointed towards the Faubourg Saint-Honoré; the carriage drove on.","1767978659128","1"
"as granite itself; then what toil and fatigue has it not been to remove","1767978659128","1"
"remorse, but rather of shame. Live, Maximilian, and I will be yours.","1767978659128","1"
"“Yes, doctor,” cried Villefort, clutching his hair, “yes!”","1767978659128","1"
"the Baroness d’Épinay. My father’s melancholy state prevents our","1767978659128","1"
"“I will come, count,—I will be sure to come,” said Villefort eagerly.","1767978659128","1"
"“Doubtless, and we are not now inquiring into his creed, but his","1767978659128","1"
"entreat you.”","1767978659128","1"
"force of habit; he threw aside his magisterial robe, not out of","1767978659128","1"
"adopted by the count made a deep impression, “nay, but consider that to","1767978659128","1"
"“You agree, do you not, that obtaining a carriage is out of the","1767978659128","1"
"to day the property of those whom I leave in your hands may augment and","1767978659128","1"
"has freed them from their enemy. Let them know, on the contrary, that","1767978659128","1"
"to myself, for I had my sister-in-law to protect and provide for.","1767978659128","1"
"ray of light seemed to penetrate the abyss of despair and darkness. He","1767978659128","1"
"been staying, one absorbed in meditation, the other in grief.","1767978659128","1"
"“Some particulars, doubtless, but that is seven or eight years ago, and","1767978659128","1"
"a Sicilian proverb, which I believe is also a French proverb, ‘My son,","1767978659128","1"
"life are now exhausted in me, and death,” he continued, looking at his","1767978659128","1"
"“My good fellow, you’ll find the word in Saint-Simon.”","1767978659128","1"
"“Third-rate,” said Danglars, rather humble, “what do you mean by that?”","1767978659128","1"
"“I entreat you, M. de Villefort, be, as you always are, kind and","1767978659128","1"
"tartan. She was coming out of Marseilles harbor, and was standing out","1767978659128","1"
"may he come quickly.’”","1767978659128","1"
"domestics who remain with me, and among whom it will be divided at my","1767978659128","1"
"“No, sir; I sold them to visitors, who considered them great","1767978659128","1"
"everything else, and at all risks, that I should cause all traces of","1767978659128","1"
"smiles to himself, saying that he has found what the most skilful","1767978659128","1"
"Villefort remained silent for a moment, and dented his pale cheeks with","1767978659128","1"
"“Shall I ring for Baptistin?”","1767978659128","1"
"much averse to this marriage?”","1767978659128","1"
"father, who never goes out, has several times been on the point of","1767978659128","1"
"day. Whence it came no one knew, and it spoke an unknown tongue. One of","1767978659128","1"
"“Sir, we are at the landing.”","1767978659128","1"
"On the 24th of February, 1815, the look-out at Notre-Dame de la Garde","1767978659128","1"
"stone pitcher—and some dry herbs, hung up to the ceiling, which the","1767978659128","1"
"“True,” replied Faria, “we are prisoners; but I forget this sometimes,","1767978659128","1"
"“I do this, Oh, my God,” said he, with his eyes raised to heaven, “as","1767978659128","1"
"paler, and cast a sepulchral hue over the whole scene. Morrel could not","1767978659128","1"
"hung a partly embroidered cambric handkerchief, while at a little","1767978659128","1"
"“Exactly so,” said the young men; “you have probably guessed right.”","1767978659128","1"
"home more depressed than ever. Suddenly she heard a step she knew,","1767978659128","1"
"“That is impossible,” replied the governor. “The chaplain of the","1767978659128","1"
"“_Ma foi!_” said Maximilian, in consternation.","1767978659128","1"
"“That tells me their name, and nothing else.”","1767978659128","1"
"“Very well, my dear sir; then I consent to cut throats with you. But I","1767978659128","1"
"burning me. In a second I had disinterred the box; then, that it might","1767978659128","1"
"“And you, my dear boy?”","1767978659128","1"
"journey as a reward for the majestic and solemn manner in which he had","1767978659128","1"
"Renée’s favor easily by obeying the first command she ever imposed on","1767978659128","1"
"on its hind legs, “only madmen, or blockheads like us, ever do travel.","1767978659128","1"
"a striped shirt, and a blue jacket, with an anchor on the buttons.","1767978659128","1"
"“No; not until he attempted to kill the turnkey, who took his food to","1767978659128","1"
"chatting with some friends upon the events which served as a subject of","1767978659128","1"
"“Ah, reverend sir,” cried Caderousse, clasping his hands, and drawing","1767978659128","1"
"“_Ma foi!_” said Château-Renaud, “I would rather end my career like M.","1767978659128","1"
"of the guides, was duly and deeply touched with awe and enthusiastic","1767978659128","1"
"“You must wait for what?” asked Caderousse.","1767978659128","1"
"“He has simply a mahogany secretaire, in which the key is always kept.”","1767978659128","1"
"thus I was right, when I said to you, that relatively (you know that","1767978659128","1"
"In the morning the jailer brought him fresh provisions—he had already","1767978659128","1"
"had hastened to take leave of Monte Cristo because he wished to be","1767978659128","1"
"attentions. Spada turned pale, as Cæsar looked at him with an ironical","1767978659128","1"
"encountered dead bodies and bands of murderers, who killed, plundered,","1767978659128","1"
"“Have you not saved Peppino’s life?”","1767978659128","1"
"august auditor, and he went on:","1767978659128","1"
"that were deemed necessary to bring about the desired result.”","1767978659128","1"
"when they occupy themselves simply with pulling different pieces of","1767978659128","1"
"“Gone,” said Morrel; “gone!—adieu, my friend—adieu, my father!”","1767978659128","1"
"“No, no,” cried the abbé; “impossible!”","1767978659128","1"
"it to his mouth.","1767978659128","1"
"was deeply affected. Château-Renaud and Albert looked at each other","1767978659128","1"
"“That would have been difficult.”","1767978659128","1"
"“My dear love, pray do not say any more about them, and I promise you","1767978659128","1"
"everywhere else, he was served with the rapidity of lightning. The","1767978659128","1"
"mistake if you had seen another picture beside this. You do not know my","1767978659128","1"
"in these eighty-five departments a single hill on which there is not a","1767978659128","1"
"“Madame,” said he, “the count and yourself recompense too generously a","1767978659128","1"
"“What? why, yourself, to be sure! You give away horses worth a thousand","1767978659128","1"
"Baptistin, whom he saw in the Rue Matignon, and who was running.","1767978659128","1"
"Madame de Villefort was slowly ascending the steps which led to her","1767978659128","1"
"“I suppose so,” said Andrea with a triumphant smile, “since I am","1767978659128","1"
"must have been with the procureur.”","1767978659128","1"
"rolled on, and amongst the descendants some were soldiers, others","1767978659128","1"
"“I thank you for the warning,” said the count; “I shall endeavor to be","1767978659128","1"
"“That shows that the Eastern nations have too much good sense to waste","1767978659128","1"
"of the man he was about to interrogate. He had recognized intelligence","1767978659128","1"
"“Where to?”","1767978659128","1"
"prominently whenever any copy of a Project Gutenberg™ work (any work","1767978659128","1"
"at the sight of such unusual splendor, and the police have made","1767978659128","1"
"part of the audience already assembled being too much occupied in","1767978659128","1"
"pointed to five the count struck thrice upon his gong. When Ali was","1767978659128","1"
"“You hear—Major Bartolomeo Cavalcanti—a man who ranks amongst the most","1767978659128","1"
"about him a little of that foreign manner by which French persons","1767978659128","1"
"at least know who killed my father.”","1767978659128","1"
"It was just two o’clock by Albert’s watch when the two friends entered","1767978659128","1"
"Saint-Méran heard her.","1767978659128","1"
"prince, it is my settled principle.’” Andrea bit his lips.","1767978659128","1"
"philosophers assert protected sometimes the breast of Sappho. Eugénie","1767978659128","1"
"continued he, patting Edmond’s shoulder kindly, “you did very right,","1767978659128","1"
"“You?”","1767978659128","1"
"The second act passed away during one continued buzz of voices—one deep","1767978659128","1"
"the summit of his vengeance by a long and tortuous path, he saw an","1767978659128","1"
"carriage;—faith, it is Franz and Debray!”","1767978659128","1"
"Louis XVIII., but I do, as he has made me a baron and a field-marshal,","1767978659128","1"
"the air of a man who appreciated their delicacy. Albert was charmed","1767978659128","1"
"Chapter 61. How a Gardener May Get Rid of the Dormice","1767978659128","1"
"crush a poor weeping girl with impunity.”","1767978659128","1"
"and took his leave; then, for the first time, I observed the agitation","1767978659128","1"
"which we just now talked. Such a thing is really out of rule—eccentric","1767978659128","1"
"indulgence of our passions, and, after all, what have you men to fear","1767978659128","1"
"his. From that time he had watched them, and profiting by the moment","1767978659128","1"
"This strange event aroused great wonder and curiosity in the","1767978659128","1"
"“Have you kitchens here?”","1767978659128","1"
"France to its real master, to him who acquired it, not by purchase, but","1767978659128","1"
"“I do not offer you a million, because I have it not; but I will give","1767978659128","1"
"nor shall. For that purpose I mean to keep you all to myself.”","1767978659128","1"
"unrestrained by observation.”","1767978659128","1"
"d’Épinay, because I consider it would be a proper and eligible match","1767978659128","1"
"arithmetic, the only point on which he would have stood firm against","1767978659128","1"
"a clever architect, the plan Andrea had left him.","1767978659128","1"
"“Is it to the judge or to the husband?” stammered Madame de Villefort.","1767978659128","1"
"delight,—it is for thee to alleviate my sorrows!” and he convulsively","1767978659128","1"
"the latter is always ready to aid the former. Vampa, without saying a","1767978659128","1"
"it is that it might sustain the blows it has received. I was not so in","1767978659128","1"
"doubtless intending to frighten us to death.”","1767978659128","1"
"He motioned to Valentine to approach. In a moment, thanks to her habit","1767978659128","1"
"as a liar, it is useless for me to say anything; it was for your","1767978659128","1"
"perhaps, some motive to serve in hastening the ruin of a rival firm.","1767978659128","1"
"which I was just on the point of yielding when I knew you, has no","1767978659128","1"
"posted with the permission of the copyright holder found at the","1767978659128","1"
"to Paris, which Madame Danglars had not dared to do, notwithstanding","1767978659128","1"
"the dining-room. Each one asked what strange influence had brought them","1767978659128","1"
"“‘And here is your recompense,’ said the traveller, offering the young","1767978659128","1"
"resolute and very dangerous man.”","1767978659128","1"
"“Send at twelve,” said Danglars, smiling.","1767978659128","1"
"Petersburg, the other five leagues from Naples. Is it not amusing to","1767978659128","1"
"re-counted, is odious to me. I only know one thing I dislike more,","1767978659128","1"
"whom I leave on such a day with great regret.”","1767978659128","1"
"“No; and your excellencies will do well not to think of that any","1767978659128","1"
"very successful upon that question. He stood badly with the Liberal","1767978659128","1"
"“What,” cried Morcerf; “you are, then, going to a hotel—that will be","1767978659128","1"
"remaining years of my life.”","1767978659128","1"
"“Possibly nothing at all; the overflow of my brain would probably, in a","1767978659128","1"
"“No,” said Valentine, “you might meet someone; stay.”","1767978659128","1"
"at my own hands. But, alas, I have heard it said that hearts inflamed","1767978659128","1"
"arrival of Valentine. She looked marvellously beautiful in her deep","1767978659128","1"
"old man suspended from one of the branches of the oak which shaded his","1767978659128","1"
"20147m","1767978659128","1"
"to drink to the health of Edmond and the lovely Mercédès.”","1767978659128","1"
"a family name.”","1767978659128","1"
"“Then,” said Danglars, pale with anger, which was not at all due to","1767978659128","1"
"that the dose has been double, the poison changed, and that this time","1767978659128","1"
"glossy moustache, respectfully bowed to Madame de Villefort. Albert","1767978659128","1"
"streamed in through the mouth of the cave, picked up the token.","1767978659128","1"
"electric shock; you have either been working for me or thinking of me.”","1767978659128","1"
"of the lesson he had just received put the finishing stroke to the","1767978659128","1"
"“I will not admit that word,” returned the young man; “it is at once","1767978659128","1"
"“be careful of yourself, for if you are killed, I shall be alone in the","1767978659128","1"
"“And the more, madame,” said Monte Cristo, “as the Orientals do not","1767978659128","1"
"Haydée saw at a glance the same expression pervading the countenances","1767978659128","1"
"of intimacy you may suppose existing among persons by the familiar","1767978659128","1"
"he could not answer.","1767978659128","1"
"restraint could not be easily broken through.","1767978659128","1"
"Noirtier’s hair was long and white, and flowed over his shoulders;","1767978659128","1"
"“And how much did they possess?”","1767978659128","1"
"order to set your conscience quite at ease on the subject?”","1767978659128","1"
"_well_.”","1767978659128","1"
"ordered, ready prepared, and appearing to have sprung from the ground,","1767978659128","1"
"“Really, madame,” he said, “did I alarm you much?”","1767978659128","1"
"“Oh, no,” said Villefort; “I never ceased to search and to inquire.","1767978659128","1"
"gave way, and a hole large enough to insert the arm was opened.","1767978659128","1"
"“It is more important than you think, perhaps. You do not like Dantès?”","1767978659128","1"
"would break rather than bend. A slight appearance of foam was visible","1767978659128","1"
"be recognized, not only by these signs, but also from the accent with","1767978659128","1"
"recollect to have ever seen a ceremony interrupted by one of those","1767978659128","1"
"say more poetic!—than if I had taken Queen Mab or Titania as my","1767978659128","1"
"but, I pray you, go away from that plane-tree. The moon is just","1767978659128","1"
"blood with which the letter was stained,” replied Monte Cristo, amid","1767978659128","1"
"more so as you have every reason to hate me. I have been the cause of","1767978659128","1"
"ruler, I sought to form one large, compact, and powerful empire; and,","1767978659128","1"
"Yanina and Colonel Fernand, he turned so frightfully pale that every","1767978659128","1"
"that I have occupied myself—it is with the criminal procedure of all","1767978659128","1"
"“At two o’clock.”","1767978659128","1"
"“Yes; you see I am as exact as you are. But you are dripping, my dear","1767978659128","1"
"perhaps Valentine will not wait for that.” Consequently, Morrel, having","1767978659128","1"
"his servants, partly recalled his senses, but the ride was short, and","1767978659128","1"
"“I?—not in the least, I beg you to believe. Recollect what I told you","1767978659128","1"
"who was turning over the leaves of an album, “Mademoiselle Eugénie is","1767978659128","1"
"the flood of light that had entered it, and the figure of a man was","1767978659128","1"
"Credits: Anonymous Project Gutenberg Volunteers, Dan Muller and David Widger","1767978659128","1"
"anti-spasmodic.”","1767978659128","1"
"help you in the search.”","1767978659128","1"
"and purity as yourself. Well, Ali, my Nubian, believes me to be an","1767978659128","1"
"provoking a debate on personal questions, which are always such painful","1767978659128","1"
"within a quarter of a league of you, in a dungeon in the Château d’If.","1767978659128","1"
"that the death they underwent was but a quick transition to that life","1767978659128","1"
"grief. M. d’Avrigny alone had followed Madame de Villefort with his","1767978659128","1"
"“I do not know of any grottos,” replied Jacopo.","1767978659128","1"
"love the best in the world. Do you not remember him?”","1767978659128","1"
"“But remember——”","1767978659128","1"
"“Where are you going?” asked Dantès.","1767978659128","1"
"At this almost brutal speech Morrel turned deathly pale.","1767978659128","1"
"during the drive night had set in, and darkness gave the surroundings","1767978659128","1"
"“And why among us four?” inquired Caderousse.","1767978659128","1"
"Suddenly another idea took possession of his mind, so used to","1767978659128","1"
"There was a kind of solemnity in this interrogation. Never had the","1767978659128","1"
"which formed an angle on the plan, and appeared as a small square added","1767978659128","1"
"never entered by the door that opened onto the road, I resolved not to","1767978659128","1"
"though to tear the secret from him, of which he was ignorant, or which","1767978659128","1"
"for he began reading the letter which caused so much uneasiness in the","1767978659128","1"
"affections appeared centred, almost convulsively to her bosom.","1767978659128","1"
"thousand things to say, which he told me three days ago; and now, he","1767978659128","1"
"wished, and waited, not for the decision of your heart or my own, but","1767978659128","1"
"“Well, I am charged with the commission of endeavoring to induce the","1767978659128","1"
"“Yes, you will live!”","1767978659128","1"
"contempt has not banished it from your heart.”","1767978659128","1"
"of the condemned persons, their crimes, and mode of punishment. The","1767978659128","1"
"“Of course, you know you can do so. But what can be the matter? Your","1767978659128","1"
"“At least that of the minister.”","1767978659128","1"
"toil you impose on yourself, exposed to the bitter frost at night, and","1767978659128","1"
"editor of the other paper, Beauchamp—as it sometimes, we may say often,","1767978659128","1"
"The cold sweat sprang forth on Dantès’ brow.","1767978659128","1"
"“Then I must wait?” asked the young man.","1767978659128","1"
"Chapter 46. Unlimited Credit","1767978659128","1"
"me,—of all the exquisite things he placed before us, he touched","1767978659128","1"
"behold it last of all, for he remained alone upon deck. The next morn","1767978659128","1"
"“He is a very strange man,” she said, “and in my opinion is himself the","1767978659128","1"
"letter was written, Carlini seized it, and hastened to the plain to","1767978659128","1"
"Gutenberg” associated with or appearing on the work, you must comply","1767978659128","1"
"no breath issued through the half-closed teeth; the white lips no","1767978659128","1"
"offered to you disguised in every shape. You will find it in the water","1767978659128","1"
"opened his letters; thinking this one of importance, he sent for me,","1767978659128","1"
"“How can I? On what plea?”","1767978659128","1"
"twenty-five thousand. With five thousand you can buy a pretty little","1767978659128","1"
"to his valet de chambre. His valet looked at the visitors through a","1767978659128","1"
"for five thousand francs each. Dantès half feared that such valuable","1767978659128","1"
"“It is the sort of malady which we call monomania,” said the doctor.","1767978659128","1"
"“Well, and it is that——”","1767978659128","1"
"“It is frank, at least,” said Morrel. “But I am sure that the count","1767978659128","1"
"the cloud has passed. This silence, self-control, and struggle lasted","1767978659128","1"
"count’s blue coat.","1767978659128","1"
"recovered. Bowed down with fatigue, she was indeed confined to her bed;","1767978659128","1"
"“Is not that word known in France? The people who wrote are","1767978659128","1"
"revolutionary strain? But I excuse it, it is impossible to expect the","1767978659128","1"
"Like the streams which the heat of the summer has dried up, and which","1767978659128","1"
"“Madame will be tired tonight,” continued Monte Cristo, “and will, no","1767978659128","1"
"moment you leave me, Valentine, I am alone in the world. My sister is","1767978659128","1"
"schemes which could never be realized, but strove for possibilities,","1767978659128","1"
"“Well, if you die,” said she, “bequeath your fortune to others, for if","1767978659128","1"
"storms.”","1767978659128","1"
"I can assure you, in spite of all my outward appearance of ease and","1767978659128","1"
"On the floor above were similar rooms, with the addition of a third,","1767978659128","1"
"“Nay, if your excellency is satisfied, it is all that I could wish.","1767978659128","1"
"presence of the witnesses. As to the time, it will not require very","1767978659128","1"
"“But my purse will be exhausted.”","1767978659128","1"
"“Ah,” she cried, “what a frightful dream!”","1767978659128","1"
"my mother, trembling perceptibly, ‘the instant approaches which will","1767978659128","1"
"send Valentine to you?” The old man closed his eyes eagerly, thereby","1767978659128","1"
"when he was on his way to Moscow. I shall give him a good dinner, he","1767978659128","1"
"“This action is somewhat too sublime to be natural.”","1767978659128","1"
"“Oh,” said Morrel, carried away by his friendship, “you do not know","1767978659128","1"
"Africa, and if it becomes known that we have been there, we shall have","1767978659128","1"
"steersman, glad to be relieved, looked at the captain, and the latter","1767978659128","1"
"him, which he was pressed to taste. An hour afterwards a physician","1767978659128","1"
"“what are you saying? Ah, count, he esteems you so highly, tell him","1767978659128","1"
"constantly denied having rendered you this service?”","1767978659128","1"
"starvation. But the first was repugnant to him. Dantès had always","1767978659128","1"
"inspector-general of prisons. Dantès in his cell heard the noise of","1767978659128","1"
"during this dialogue, had sat gravely plucking the partridges with the","1767978659128","1"
"“Willingly,” answered the stranger; “if, indeed, you feel any curiosity","1767978659128","1"
"with M. Cavalcanti.”","1767978659128","1"
"“Oh,” exclaimed Morrel, “why do they not come? Is anyone ill in the","1767978659128","1"
"Danglars. The Count of Morcerf was not a person to excite either","1767978659128","1"
"“Yes; we have an instance here; it was by always offering a million of","1767978659128","1"
"Noirtier.”","1767978659128","1"
"you take my advice you’ll hold your tongue.”","1767978659128","1"
"“Does anyone dare to slander me?”","1767978659128","1"
"made his own situation on the _Pharaon_ secure. Danglars was one of","1767978659128","1"
"filled with gold, said to Franz, “I hope you will not offend me by","1767978659128","1"
"porter’s lodge, saying:","1767978659128","1"
"“Yes, you are right,” replied Villefort, surprised; “he sleeps, indeed!","1767978659128","1"
"murder!” Then, as he rolled on the ground, his adversary seized him by","1767978659128","1"
"“The story interests you, does it not, sir?” inquired Caderousse.","1767978659128","1"
"seen Valentine, and spoken to her! The young and high-spirited officer","1767978659128","1"
"Caderousse, who touched the diamond, withdrew his hand.","1767978659128","1"
"details of this desertion to your best friends, who will soon spread","1767978659128","1"
"about Ali, who instantly opened the box-door.","1767978659128","1"
"anger and alarm, and then drew himself up as if this sudden blow had","1767978659128","1"
"“Then,” continued Château-Renaud, “since you have an establishment, a","1767978659128","1"
"“‘It is well,’ said he, kissing it; ‘it is my master’s ring!’ And","1767978659128","1"
"Would it not be a sweet revenge for him when he found that I had not","1767978659128","1"
"insufficient, you can, for the sake of the past, madame, make use of","1767978659128","1"
"“Certainly they were; supposing there were to be doubts raised as to","1767978659128","1"
"the very furniture, in these moments of delirium, seemed to move, and","1767978659128","1"
"“My dear doctor, there is no communication between M. Noirtier’s","1767978659128","1"
"dispel a cloud; but after a moment’s silence, he continued:","1767978659128","1"
"have not eaten or drunk for a long time.” He had not tasted food for","1767978659128","1"
"be lost if they did not profit by it. This assurance determined the two","1767978659128","1"
"conversation you have elevated me above the ordinary level; we no","1767978659128","1"
"everywhere; your servants will be seduced with gold, and death will be","1767978659128","1"
"bellow with joy. But man—man, whom God created in his own image—man,","1767978659128","1"
"tinge of his own heated imagination. Already excited by the wonderful","1767978659128","1"
"“Well,” said Caderousse, “I should have sworn that he turned to the","1767978659128","1"
"whimsical gift of a capricious millionaire, and to beg the baroness to","1767978659128","1"
"“Here I am,” said the young girl, who at the sound of the carriage had","1767978659128","1"
"his clothes, they are made by a first-rate Paris tailor—probably Blin","1767978659128","1"
"case in the pocket of his cassock, “it is your fault, not mine, that I","1767978659128","1"
"“‘Emmanuel,’ returned my sister, ‘the house of Morrel can only be","1767978659128","1"
"“Yes, let us do so.”","1767978659128","1"
"because bidden to do so by one he is bound to obey? Besides, one","1767978659128","1"
"“They positively refused.”","1767978659128","1"
"catacombs of St. Sebastian.”","1767978659128","1"
"You are thus deprived of seeing a man guillotined; but the _mazzolata_","1767978659128","1"
"excitement, she was better; and moreover, Monte Cristo had told him","1767978659128","1"
"and soon returned with what Edmond wanted.","1767978659128","1"
"for landing, for a ship’s lantern was hung up at the mast-head instead","1767978659128","1"
"he had first sunk. He saw overhead a black and tempestuous sky, across","1767978659128","1"
"Valentine.","1767978659128","1"
"majesty did not quit the Pont-Neuf.’”","1767978659128","1"
"for on my soul it is curious. Here is a man who had resigned himself to","1767978659128","1"
"“Yes, in life or death.”","1767978659128","1"
"“‘What do you want?’","1767978659128","1"
"you deserve. You have done this—I hope so, at least.”","1767978659128","1"
"with one of those ghastly smiles that used to strike terror into poor","1767978659128","1"
"Mercédès, probably never to behold her again. Since the death of little","1767978659128","1"
"were fulfilling your character as a royalist, and cut off the head of","1767978659128","1"
"[24] Frédérick Lemaître—French actor (1800-1876). Robert Macaire is the","1767978659128","1"
"Caderousse, ‘no, it is worth no more, and I am sorry I offered so much,","1767978659128","1"
"“Grenoble will open her gates to him with enthusiasm—all Lyons will","1767978659128","1"
"“Thanks, madame,—thanks for your punctuality;” and he offered a chair","1767978659128","1"
"forth upon his brow, a pang stronger than death clutched at his","1767978659128","1"
"“‘It is unnecessary for you to bind yourself by any vow,’ said he; ‘I","1767978659128","1"
"mineralogy, and subsequently, when I learned that the use of simples","1767978659128","1"
"“I?” said Mercédès, blushing as rapidly as she had turned pale, and","1767978659128","1"
"“No,” replied Madame Danglars, “I am too ill.”","1767978659128","1"
"governor would change his mind, and order the dead body to be removed","1767978659128","1"
"short), do not be afraid to bring yourself to my recollection. Baron,","1767978659128","1"
"have made any use of me, he would have taken me with him; he leaves me","1767978659128","1"
"powerful, and real was the influence exercised by this man over all who","1767978659128","1"
"The prisoner reproached himself with not having thus employed the hours","1767978659128","1"
"to his lips, an action which seemed greatly to amuse not only the fair","1767978659128","1"
"sorrowfully taken leave of Morrel, she went away. To prove to Noirtier","1767978659128","1"
"“There,” said Monte Cristo placing his arms around the count, and","1767978659128","1"
"whole day. Albert understood the allusion in a moment, and was about to","1767978659128","1"
"“Go on.”","1767978659128","1"
"possession.”","1767978659128","1"
"Maximilian. I do not know whether you remember that this is the 5th of","1767978659128","1"
"“She is at Châlons?”","1767978659128","1"
"The young sailor jumped into the skiff, and sat down in the stern","1767978659128","1"
"more than we do.”","1767978659128","1"
"you making a sketch after Poussin?”","1767978659128","1"
"and wicked, or rather, immovable as fate. Then I launched out into the","1767978659128","1"
"“Can he give me any particulars?”","1767978659128","1"
"“Truly, my daughter,” replied he with a smile, “you are all you boast","1767978659128","1"
"am going to hunt tomorrow at Chapelle-en-Serval. He should have waited","1767978659128","1"
"direction.","1767978659128","1"
"The Nubian smiled assentingly to his master’s words, then, kneeling on","1767978659128","1"
"“You know of whom I speak, count, do you not?”","1767978659128","1"
"“Nothing is impossible,” gravely replied Monte Cristo; and taking leave","1767978659128","1"
"up in this affair.”","1767978659128","1"
"carriage with the general after bandaging his eyes. One of those three","1767978659128","1"
"the power of life and death.”","1767978659128","1"
"are almost assured that, in a very short time, the usurper will be","1767978659128","1"
"recall the details which had struck me at the time. A cold, sharp wind","1767978659128","1"
"Noirtier was his father!”","1767978659128","1"
"important.”","1767978659128","1"
"a person. She was a perfect linguist, a first-rate artist, wrote","1767978659128","1"
"[4] Beheaded.","1767978659128","1"
"place of the sun, so frequently absent in our climate. The countess","1767978659128","1"
"and accept all the terms of this license and intellectual property","1767978659128","1"
"When we show a friend a city one has already visited, we feel the same","1767978659128","1"
"M. de Villefort a second time raised his head, looked at Benedetto as","1767978659128","1"
"0303m","1767978659128","1"
"had been your old and familiar friend, though, in reality, it was the","1767978659128","1"
"“I fancy I have seen him before; and I even think he recognizes me.”","1767978659128","1"
"“It is the face of the Count of Monte Cristo!” exclaimed the procureur,","1767978659128","1"
"“Let us see if she shuts the door after him,” he muttered.","1767978659128","1"
"Well, I shall write to the abbé; I shall hold him responsible for his","1767978659128","1"
"“You imagine him capable of writing the letter?”","1767978659128","1"
"same time looking towards the count as if to ask if he were satisfied","1767978659128","1"
"not descend, he would not quit the vessel; so I took him round the","1767978659128","1"
"“And then made you swear never to utter the name of Noirtier?”","1767978659128","1"
"seized the glass.","1767978659128","1"
"“An extreme nervous excitement and a strangely agitated sleep; she","1767978659128","1"
"“Doctor,” cried Villefort, “alas, doctor, how often has man’s justice","1767978659128","1"
"satisfied; why, what would you have more? your parents have chosen you","1767978659128","1"
"During the time occupied by the interview we have just detailed, Madame","1767978659128","1"
"“A thousand thanks—and now for the letter.”","1767978659128","1"
"there, says Marco Polo, gave them to eat a certain herb, which","1767978659128","1"
"Caderousse, at your service.”","1767978659128","1"
"“Excuse me, sir,” replied the man, raising his hand to his cap; “I am","1767978659128","1"
"Monte Cristo arose and approached her, took her hand, and said to her","1767978659128","1"
"it touched the stone, then clutching the grating with both hands, he","1767978659128","1"
"“Very well, show him to me.”","1767978659128","1"
"were stirred within them by the sight of the round tower, Fort","1767978659128","1"
"“Ah, I believe noblemen marry amongst themselves, do they not?” asked","1767978659128","1"
"trick.”","1767978659128","1"
"“For his death.”","1767978659128","1"
"think he has much claim to that title.”","1767978659128","1"
"had remained in ignorance. The castle which formed the protection of","1767978659128","1"
"Franz had by degrees become accustomed to the count’s pallor, which had","1767978659128","1"
"had only to step over the corpse, enter the boudoir, take the child in","1767978659128","1"
"“You are, doubtless, acquainted with a variety of languages, so as to","1767978659128","1"
"the rumbling of the omnibuses and the tinkling of the bells of the","1767978659128","1"
"her heart beat somewhat faster than usual, went out in her turn.","1767978659128","1"
"“Have pity on me doctor! So many dreadful things have happened to me","1767978659128","1"
"everybody else.","1767978659128","1"
"“Thank you!” cried he, throwing himself on his horse.","1767978659128","1"
"kissed it.","1767978659128","1"
"not without turning about several times, and each time making signs of","1767978659128","1"
"“Why should he doubt it?” said Beauchamp to Château-Renaud.","1767978659128","1"
"“Thank you,” said Edmond with a friendly nod, and the two lovers","1767978659128","1"
"the United States without paying any fees or charges. If you are","1767978659128","1"
"gradually, besides the moral instructions we have detailed, taught his","1767978659128","1"
"“Four o’clock.”","1767978659128","1"
